Date,Daily Rainfall Total (mm),Highest  30-min Rainfall (mm),Highest  60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),year,month
8 Jan,4,—,—,—,26.8,32.6,22.5,4.3,52.6,2013,January
9 Jan,15.8,—,—,—,26.5,32.5,23.1,4.3,39.2,2013,January
10 Jan,0,—,—,—,27,30.6,24,4.5,19.4,2013,January
11 Jan,0,—,—,—,27.8,30.9,26,7,28.4,2013,January
12 Jan,0,—,—,—,27.6,31.7,24.7,5.4,24.1,2013,January
13 Jan,34,—,—,—,26.1,30.9,24.2,3.7,25.9,2013,January
14 Jan,0,—,—,—,27.3,31,24.7,6.3,24.5,2013,January
15 Jan,0,—,—,—,27.2,30.5,24.4,6.2,24.8,2013,January
16 Jan,0,—,—,—,27.2,29.8,24.9,6.7,25.9,2013,January
17 Jan,0,—,—,—,27.4,31.1,25.2,8.1,33.8,2013,January
18 Jan,61.2,—,—,—,26.8,32.1,24.5,6.9,34.6,2013,January
19 Jan,63,—,—,—,24.2,24.9,23.4,5.9,38.9,2013,January
20 Jan,14.8,—,—,—,24.8,25.9,24.1,3.9,30.2,2013,January
21 Jan,3.2,—,—,—,27.1,30.9,24.5,5.7,24.1,2013,January
22 Jan,2,—,—,—,25.9,28.4,24,5.6,24.1,2013,January
23 Jan,0.2,—,—,—,27,30.7,24.6,5.3,28.1,2013,January
24 Jan,0,—,—,—,27,30.7,24.6,5.8,27,2013,January
25 Jan,0,—,—,—,27.1,30.9,24.2,6.7,27,2013,January
26 Jan,0,—,—,—,27,30.8,24.1,6,27.7,2013,January
27 Jan,0,—,—,—,27,30.9,23.9,6.2,28.1,2013,January
28 Jan,0,—,—,—,27.2,30.7,24.1,6.5,24.1,2013,January
29 Jan,0,—,—,—,26.9,30.8,23.9,6.3,29.5,2013,January
30 Jan,0,—,—,—,27,31.3,23.7,6.1,26.6,2013,January
31 Jan,0,—,—,—,27.4,31,24.4,6.8,27,2013,January
2 Feb,0,—,—,—,28.3,32.2,25.2,7.6,32.8,2013,February
3 Feb,36,—,—,—,26,28.3,25.1,3.9,29.5,2013,February
4 Feb,1.4,—,—,—,26.6,29.2,24.2,4.2,24.1,2013,February
5 Feb,0.2,—,—,—,26.4,30.2,24.3,4.4,26.6,2013,February
6 Feb,22.8,—,—,—,25.6,29,24.1,2.9,23.4,2013,February
7 Feb,0.6,—,—,—,26.6,30.8,24.3,4,24.5,2013,February
8 Feb,26.4,—,—,—,25.8,31.2,24.3,4,46.4,2013,February
9 Feb,2.8,—,—,—,26.6,31.9,24.1,3.2,18.7,2013,February
10 Feb,32.2,—,—,—,24.8,26.3,22.6,4.9,25.9,2013,February
11 Feb,36.4,—,—,—,25.2,29.4,24,3.4,24.8,2013,February
12 Feb,7.8,—,—,—,25.7,29.5,24,3.9,26.3,2013,February
13 Feb,11,—,—,—,26.8,30.7,24.4,5,29.9,2013,February
14 Feb,97.6,—,—,—,25,28.3,23.5,3.5,19.8,2013,February
15 Feb,0,—,—,—,26,30.3,23.9,4.7,24.5,2013,February
16 Feb,5.8,—,—,—,26.3,30.4,24.6,4,25.9,2013,February
17 Feb,1.2,—,—,—,24.8,25.8,24.2,4,18.4,2013,February
18 Feb,13.8,—,—,—,26.4,31.4,24.2,4.6,27.4,2013,February
19 Feb,0.2,—,—,—,26,28.3,24.7,3.5,19.4,2013,February
20 Feb,0,—,—,—,26.9,31,24.4,4.1,19.8,2013,February
21 Feb,1.4,—,—,—,26.4,30.9,24.2,4.3,19.8,2013,February
22 Feb,0,—,—,—,27.4,31.7,24.6,7,29.9,2013,February
23 Feb,0.4,—,—,—,27.8,32.6,24.4,5.9,28.4,2013,February
24 Feb,0,—,—,—,27.3,30.2,24.7,5.2,26.6,2013,February
25 Feb,44.2,—,—,—,26.8,31.3,23.7,3.5,27.4,2013,February
26 Feb,1.4,—,—,—,27,32.1,25,3.6,21.6,2013,February
27 Feb,4.8,—,—,—,26.9,31.1,24.6,3.7,78.8,2013,February
28 Feb,18.8,—,—,—,27.3,32.2,25,3.7,18,2013,February
2 Mar,0,—,—,—,28.3,32.7,25.9,5,27.7,2013,March
3 Mar,0,—,—,—,28,31.2,25.7,7.3,27,2013,March
4 Mar,0.4,—,—,—,27.9,31.9,24.8,7,33.5,2013,March
5 Mar,1.4,—,—,—,27.5,31.7,24.8,6.3,29.5,2013,March
6 Mar,0,—,—,—,27.4,31.5,24.8,5.3,24.8,2013,March
7 Mar,0,—,—,—,27.8,32.2,24.6,6.1,26.3,2013,March
8 Mar,0,—,—,—,28.1,31.7,25.8,7.1,27,2013,March
9 Mar,0,—,—,—,27.5,31.3,24.8,4.8,23.4,2013,March
10 Mar,0.2,—,—,—,27.1,31.9,25,3.5,20.9,2013,March
11 Mar,0,—,—,—,27.5,31.9,24.8,4.5,23.8,2013,March
12 Mar,0,—,—,—,27.5,32.3,23.9,4,21.6,2013,March
13 Mar,0,—,—,—,27.4,32.2,24.3,3.5,19.1,2013,March
14 Mar,0,—,—,—,27.6,32,24.9,4.3,23.8,2013,March
15 Mar,0,—,—,—,28.1,32.9,24.7,4.4,23.4,2013,March
16 Mar,0,—,—,—,28.2,32.8,25.1,4.8,24.1,2013,March
17 Mar,7.4,—,—,—,27,31.7,25.5,3.4,21.2,2013,March
18 Mar,0.2,—,—,—,27.9,32.8,25,4.6,21.2,2013,March
19 Mar,0,—,—,—,28.1,32.6,24.8,5.3,24.5,2013,March
20 Mar,0,—,—,—,28.4,34.1,25.2,4.1,19.1,2013,March
21 Mar,0,—,—,—,28.7,34.1,25.8,3.6,18,2013,March
22 Mar,7.2,—,—,—,27.7,33.9,25.8,3,29.9,2013,March
23 Mar,0,—,—,—,28.4,33.1,26,3.7,19.4,2013,March
24 Mar,2.4,—,—,—,28,33.4,25.8,3.1,24.1,2013,March
25 Mar,7.8,—,—,—,27.6,33.6,25.1,3,22.3,2013,March
26 Mar,0,—,—,—,28.1,33.2,24.4,3,22,2013,March
27 Mar,0,—,—,—,28.7,33.3,26.1,2.9,64.1,2013,March
28 Mar,0,—,—,—,28,32.5,25.9,2.6,21.2,2013,March
29 Mar,0,—,—,—,28.3,32.5,25.8,3.1,28.1,2013,March
30 Mar,0,—,—,—,28.5,33.4,25.7,3,20.2,2013,March
31 Mar,0,—,—,—,28.6,34.3,26.3,3.4,24.1,2013,March
2 Apr,0,—,—,—,28.6,33.6,25.8,3.2,20.5,2013,April
3 Apr,0,—,—,—,28.2,33.2,25.7,3.1,21.2,2013,April
4 Apr,29.6,—,—,—,27.5,34.2,25.4,3.5,24.8,2013,April
5 Apr,0,—,—,—,29.3,34.6,25.5,4.4,22.7,2013,April
6 Apr,11.6,—,—,—,28,31,26,5.7,42.5,2013,April
7 Apr,0,—,—,—,28.3,31.6,26.2,5.7,38.2,2013,April
8 Apr,0,—,—,—,28.3,33.5,26.2,2.9,19.4,2013,April
9 Apr,0,—,—,—,27.8,32.8,25.9,2.8,30.6,2013,April
10 Apr,0.2,—,—,—,28.2,31,26,3.9,20.5,2013,April
11 Apr,0,—,—,—,27.1,30,24.9,3.3,21.6,2013,April
12 Apr,2.4,—,—,—,28.4,33.1,25.4,3.1,16.6,2013,April
13 Apr,20.2,—,—,—,28.5,33.6,24.9,3.3,27.4,2013,April
14 Apr,1,—,—,—,25.6,28.4,23,2.7,39.6,2013,April
15 Apr,0,—,—,—,29.1,34.9,25.2,3.2,18.7,2013,April
16 Apr,4,—,—,—,28.8,33.9,26.5,3.1,18,2013,April
17 Apr,1.8,—,—,—,28.2,32.5,24.5,4.7,38.5,2013,April
18 Apr,1.6,—,—,—,29.8,35.2,25.9,4.3,25.9,2013,April
19 Apr,1.2,—,—,—,27.1,31,24.6,3.1,17.3,2013,April
20 Apr,4.6,—,—,—,29.5,34.5,26.2,3.2,19.8,2013,April
21 Apr,15.8,—,—,—,26.5,33,23.3,3.3,37.1,2013,April
22 Apr,0,—,—,—,28.2,34.5,23.8,3.3,14.8,2013,April
23 Apr,0.2,—,—,—,27.9,33,25.7,2.7,18.7,2013,April
24 Apr,0,—,—,—,28.3,34.3,25.9,2.7,14.4,2013,April
25 Apr,8,—,—,—,28.4,32.9,25.6,3.2,16.2,2013,April
26 Apr,0.4,—,—,—,26.8,30.5,24,2.7,32.8,2013,April
27 Apr,13.2,—,—,—,27.9,33.3,26,2.6,19.1,2013,April
28 Apr,15.4,—,—,—,26.1,27.4,24.4,2.2,19.8,2013,April
29 Apr,0,—,—,—,28.3,33.4,25.3,3.1,20.9,2013,April
30 Apr,0,—,—,—,28.9,34.5,26,3.2,24.1,2013,April
2 May,2,—,—,—,27.7,35.5,25.9,2.6,22,2013,May
3 May,0,—,—,—,27.4,30.3,25.8,2.5,21.6,2013,May
4 May,0,—,—,—,28.3,32.1,25.7,3.3,24.8,2013,May
5 May,59.8,—,—,—,26.8,30.6,24.5,2.4,20.5,2013,May
6 May,1,—,—,—,27,33,24.9,2.6,17.6,2013,May
7 May,6,—,—,—,26.9,32.3,24.4,3.3,24.5,2013,May
8 May,1,—,—,—,26.9,33,24.6,3.3,20.2,2013,May
9 May,7,—,—,—,27.5,33.7,24.6,3.1,24.5,2013,May
10 May,0.2,—,—,—,27.3,32.3,25.5,2.9,23.4,2013,May
11 May,0.2,—,—,—,27.6,31.3,26,3.2,18.7,2013,May
12 May,0,—,—,—,29,34.1,26,3.6,24.8,2013,May
13 May,0,—,—,—,29.4,33.3,26.6,3.8,24.1,2013,May
14 May,27.2,—,—,—,27.6,31,25.4,2.8,24.1,2013,May
15 May,19.8,—,—,—,28.5,34.6,25.2,3.4,19.8,2013,May
16 May,1.4,—,—,—,26.5,31.1,23.1,4.2,36.4,2013,May
17 May,0,—,—,—,28.5,33.8,25.4,2.7,25.6,2013,May
18 May,0,—,—,—,27.2,30.8,24.8,3.1,22.3,2013,May
19 May,0,—,—,—,28.5,34.1,24.9,3.1,15.8,2013,May
20 May,0,—,—,—,27.6,32.2,25.2,3,20.2,2013,May
21 May,0,—,—,—,27.2,33,24.8,3.1,20.2,2013,May
22 May,0.4,—,—,—,27,32.7,24,3,23,2013,May
23 May,0,—,—,—,28.1,33.7,24.8,2.4,15.5,2013,May
24 May,14.6,—,—,—,26.2,29.5,23.7,2.6,31,2013,May
25 May,0.2,—,—,—,28.5,33.5,25.4,3.5,25.6,2013,May
26 May,0.8,—,—,—,26.8,32,24,3,21.2,2013,May
27 May,0,—,—,—,27.8,32.8,24,3.3,15.5,2013,May
28 May,0,—,—,—,27.5,32.7,24.1,3,31.7,2013,May
29 May,1.6,—,—,—,26.2,27.5,25.1,2.3,10.8,2013,May
30 May,1,—,—,—,26.5,32.5,23.1,3.8,32.8,2013,May
31 May,19,—,—,—,26.7,32.7,23.1,3,23,2013,May
2 Jun,0.2,—,—,—,28.1,33.4,24.9,2.8,15.8,2013,June
3 Jun,24.6,—,—,—,27.2,32.9,24.5,3,21.6,2013,June
4 Jun,5.4,—,—,—,26.9,33.1,24,3.3,19.8,2013,June
5 Jun,13,—,—,—,26.6,33.8,23.8,3.8,35.3,2013,June
6 Jun,0,—,—,—,27.9,33,23.8,4.1,19.8,2013,June
7 Jun,1.4,—,—,—,27.7,33.5,24.2,3.3,23.8,2013,June
8 Jun,26.4,—,—,—,26.8,33.5,23.4,3.3,24.1,2013,June
9 Jun,6.4,—,—,—,27,31.1,24.7,3.4,25.2,2013,June
10 Jun,9.2,—,—,—,28.1,32.7,24.8,4.1,27.7,2013,June
11 Jun,0,—,—,—,28.4,32.5,24.2,3.7,32,2013,June
12 Jun,0,—,—,—,28.7,33.3,25.9,4.6,32.8,2013,June
13 Jun,0,—,—,—,29.2,34.1,25.1,3.2,25.9,2013,June
14 Jun,0,—,—,—,29.1,33.8,26.1,3.1,28.1,2013,June
15 Jun,0,—,—,—,29,34.2,26.3,2.9,24.1,2013,June
16 Jun,1.2,—,—,—,29,34.3,26,3,22.3,2013,June
17 Jun,0,—,—,—,28.2,32.6,25.4,3.9,24.8,2013,June
18 Jun,0,—,—,—,29.3,34,25.7,4,28.8,2013,June
19 Jun,0,—,—,—,28.8,34,24.5,4.4,30.6,2013,June
20 Jun,0,—,—,—,28.6,33.7,24.4,4.3,27,2013,June
21 Jun,0,—,—,—,28.7,33.7,24.5,4,24.5,2013,June
22 Jun,0,—,—,—,29.2,35,25.5,2.8,20.2,2013,June
23 Jun,0,—,—,—,28.9,34.8,25.2,2.7,16.6,2013,June
24 Jun,0,—,—,—,29.4,33.6,26.2,3.2,16.2,2013,June
25 Jun,4,—,—,—,28,33.9,24.3,3.1,21.2,2013,June
26 Jun,2.8,—,—,—,26.6,30.1,23.4,2.7,27.4,2013,June
27 Jun,0,—,—,—,28.3,34.2,25,3,16.9,2013,June
28 Jun,11,—,—,—,26.9,32.7,23.7,2.3,32.8,2013,June
29 Jun,8.2,—,—,—,27.3,33,25.1,2.8,29.9,2013,June
30 Jun,0,—,—,—,26.7,29.3,25.2,3.3,37.8,2013,June
2 Jul,8,—,—,—,26.1,31.1,24,2.9,27,2013,July
3 Jul,0.4,—,—,—,27.4,32.5,24.4,3.1,16.2,2013,July
4 Jul,7.2,—,—,—,26,30.5,24.2,3,29.2,2013,July
5 Jul,0.4,—,—,—,26.4,30.5,23.7,3.3,18.4,2013,July
6 Jul,0,—,—,—,28.3,33.8,25,3.7,21.6,2013,July
7 Jul,0,—,—,—,28.5,33.5,24.5,3.2,22.7,2013,July
8 Jul,20.2,—,—,—,28,33,25.1,3.5,25.6,2013,July
9 Jul,10.6,—,—,—,25.3,27.9,22.8,3,23,2013,July
10 Jul,0,—,—,—,27.8,32.7,24.4,3.6,22,2013,July
11 Jul,2.2,—,—,—,26.3,31.3,23.8,2.8,29.2,2013,July
12 Jul,11.2,—,—,—,26.4,32.2,23.5,3.2,25.6,2013,July
13 Jul,0.4,—,—,—,26.7,30.5,23.7,2.7,19.4,2013,July
14 Jul,2.8,—,—,—,26.4,29.2,23.6,2,25.6,2013,July
15 Jul,0,—,—,—,26.2,31.5,23.5,4,22.3,2013,July
16 Jul,23.2,—,—,—,26.2,32.6,22.5,3.2,42.5,2013,July
17 Jul,15.2,—,—,—,25.8,31.6,23.9,2.4,24.5,2013,July
18 Jul,15,—,—,—,25.4,27.9,23.4,2.6,63.7,2013,July
19 Jul,0,—,—,—,27.2,31.7,24.4,3,20.2,2013,July
20 Jul,0,—,—,—,28,33.4,24.4,2.9,23,2013,July
21 Jul,0,—,—,—,28.4,33.6,25.2,3.1,24.8,2013,July
22 Jul,0,—,—,—,28,33.6,24.1,3.9,31.7,2013,July
23 Jul,0,—,—,—,28.8,33.8,25.4,4,21.6,2013,July
24 Jul,0,—,—,—,28.3,33.5,24.3,3.7,19.4,2013,July
25 Jul,0,—,—,—,27.1,32.6,24.1,3.5,29.5,2013,July
26 Jul,95.2,—,—,—,26.1,32,22.7,3.4,19.1,2013,July
27 Jul,13.8,—,—,—,24.7,27,23.4,2.5,35.3,2013,July
28 Jul,0,—,—,—,27.8,33,23.4,2.9,19.1,2013,July
29 Jul,2.8,—,—,—,26.5,31.5,23.6,2.5,34.6,2013,July
30 Jul,0,—,—,—,26.9,32.7,24.3,3,25.6,2013,July
31 Jul,13.2,—,—,—,27.8,32.4,24.2,3.8,20.5,2013,July
2 Aug,0.2,—,—,—,26.3,30.3,23.6,3.4,26.6,2013,August
3 Aug,0,—,—,—,28.5,33.1,25.1,3.9,20.2,2013,August
4 Aug,2.8,—,—,—,27.4,32.2,23.2,3.1,32.8,2013,August
5 Aug,38,—,—,—,26.1,30.1,22.8,4.4,35.3,2013,August
6 Aug,0.4,—,—,—,27.3,32.1,24.2,2.7,21.6,2013,August
7 Aug,14.2,—,—,—,27.7,32.5,24.8,3.6,23.8,2013,August
8 Aug,0.4,—,—,—,26,28,22.8,3.7,31.3,2013,August
9 Aug,0.4,—,—,—,27,31.1,24.2,3.5,17.6,2013,August
10 Aug,9,—,—,—,26.4,32,23.3,4.1,32.8,2013,August
11 Aug,8.2,—,—,—,26.2,31.9,22.1,2.9,38.5,2013,August
12 Aug,12,—,—,—,26.8,32.4,22.2,3.6,49.7,2013,August
13 Aug,2.6,—,—,—,25.6,29.4,21.9,2.9,37.8,2013,August
14 Aug,1,—,—,—,27.1,30.1,25,3.4,21.6,2013,August
15 Aug,0,—,—,—,27.7,31.6,24.6,3.6,23,2013,August
16 Aug,0,—,—,—,27.8,32.5,24.7,3.6,25.6,2013,August
17 Aug,0.2,—,—,—,26.9,32.7,24.4,3,30.6,2013,August
18 Aug,0,—,—,—,27.3,31.9,24.4,2.9,20.2,2013,August
19 Aug,0.2,—,—,—,27.4,32.2,24.2,3.4,25.9,2013,August
20 Aug,24.6,—,—,—,25.8,31.3,23.1,2.6,23.8,2013,August
21 Aug,0.2,—,—,—,27.4,31.9,25,3.2,40.7,2013,August
22 Aug,2,—,—,—,27.9,32.5,24.4,3.9,25.2,2013,August
23 Aug,0,—,—,—,28.5,33.1,25.6,4.1,24.1,2013,August
24 Aug,0,—,—,—,28.2,32.9,24.8,3.8,22.7,2013,August
25 Aug,0,—,—,—,28.5,33.4,25.1,4.9,27.4,2013,August
26 Aug,0,—,—,—,27.5,31.4,25.5,4.2,27.4,2013,August
27 Aug,0,—,—,—,27.9,32.9,25,3.8,24.1,2013,August
28 Aug,16.4,—,—,—,26.7,32.7,23.2,3.7,34.9,2013,August
29 Aug,0,—,—,—,27.1,32.5,24.1,3.3,24.1,2013,August
30 Aug,0,—,—,—,27.2,32.7,23.6,4,24.1,2013,August
31 Aug,0,—,—,—,28.2,32.7,24.7,4.1,24.1,2013,August
2 Sep,14.2,—,—,—,26.7,33,23.5,4,25.9,2013,September
3 Sep,2.6,—,—,—,26.3,31.3,24.4,3.1,19.4,2013,September
4 Sep,5.8,—,—,—,25.7,29.9,23.3,3.4,20.5,2013,September
5 Sep,7.6,—,—,—,25.2,27.1,24.1,3.3,24.8,2013,September
6 Sep,44,—,—,—,25.6,29.4,23.4,4,31.7,2013,September
7 Sep,20,—,—,—,25,29.5,21.9,4,47.2,2013,September
8 Sep,2.2,—,—,—,25.8,31.1,21.8,3.3,26.6,2013,September
9 Sep,5.2,—,—,—,25.6,31,23.4,3.1,35.3,2013,September
10 Sep,3.2,—,—,—,25.1,27.3,23.1,3.8,28.8,2013,September
11 Sep,0,—,—,—,27.5,32.2,24.2,3.7,21.2,2013,September
12 Sep,0,—,—,—,28.2,32.4,24.9,4.2,22.7,2013,September
13 Sep,0.2,—,—,—,27.2,31.9,25.3,2.4,27,2013,September
14 Sep,0.2,—,—,—,27.7,32.6,25.4,3.1,27.4,2013,September
15 Sep,25,—,—,—,24.9,26.7,22.9,3.4,28.1,2013,September
16 Sep,0,—,—,—,27.2,32,23.9,2.7,14.4,2013,September
17 Sep,19.8,—,—,—,26.2,31.8,23.6,2.7,26.3,2013,September
18 Sep,0,—,—,—,27.8,32.4,24.9,2.9,19.1,2013,September
19 Sep,0,—,—,—,27.9,32.3,25.4,3.4,25.6,2013,September
20 Sep,0,—,—,—,28.6,33.5,25,3.8,24.1,2013,September
21 Sep,0,—,—,—,28.5,32.4,25.6,4.1,26.3,2013,September
22 Sep,0,—,—,—,28.6,33.3,25.1,4,24.8,2013,September
23 Sep,0,—,—,—,28.4,33.3,25.1,4,18.7,2013,September
24 Sep,0,—,—,—,28.8,33.7,25.6,4,23,2013,September
25 Sep,64.8,—,—,—,26.3,29.3,22.2,3.1,38.5,2013,September
26 Sep,10.6,—,—,—,25.6,30.7,22.8,2.8,44.6,2013,September
27 Sep,0,—,—,—,27.3,32.1,24.9,2.6,19.4,2013,September
28 Sep,30,—,—,—,27.2,31.3,25.2,2.7,15.5,2013,September
29 Sep,2.6,—,—,—,26.9,32,22.8,3.8,33.8,2013,September
30 Sep,0.2,—,—,—,26.6,30.7,23.9,3.1,19.8,2013,September
2 Oct,9.4,—,—,—,26.1,29.1,23.7,3,28.1,2013,October
3 Oct,0,—,—,—,26.9,32.1,24.4,3.5,20.9,2013,October
4 Oct,0,—,—,—,27.5,33.4,24.5,3.3,15.8,2013,October
5 Oct,1.4,—,—,—,27.7,33.7,23.8,4.2,27,2013,October
6 Oct,0,—,—,—,27.8,34.1,22.7,4.8,40.3,2013,October
7 Oct,0,—,—,—,27.5,33.6,23.4,4.7,35.6,2013,October
8 Oct,26.8,—,—,—,28.7,34.9,24.5,3.7,24.5,2013,October
9 Oct,2.4,—,—,—,27.1,33,22.8,3.7,36,2013,October
10 Oct,5.2,—,—,—,26.6,32.2,24.6,3.2,21.2,2013,October
11 Oct,0.2,—,—,—,26.6,30.5,24.3,3.1,17.6,2013,October
12 Oct,0,—,—,—,27.2,30.9,24.8,3.2,25.6,2013,October
13 Oct,15.6,—,—,—,26.8,31.8,24.4,3.5,25.6,2013,October
14 Oct,—,—,—,—,—,—,—,3.6,21.2,2013,October
15 Oct,—,—,—,—,—,—,—,3.6,27.7,2013,October
16 Oct,0.6,—,—,—,27.9,32.4,25.1,3,19.1,2013,October
17 Oct,—,—,—,—,28.1,32.7,25.3,3.4,21.2,2013,October
18 Oct,—,—,—,—,—,—,—,4.3,26.6,2013,October
19 Oct,—,—,—,—,—,—,—,2.8,16.2,2013,October
20 Oct,—,—,—,—,—,—,—,3.9,18,2013,October
21 Oct,—,—,—,—,—,—,—,—,—,2013,October
22 Oct,—,—,—,—,—,—,—,—,—,2013,October
23 Oct,—,—,—,—,—,—,—,—,—,2013,October
24 Oct,—,—,—,—,—,—,—,—,—,2013,October
25 Oct,—,—,—,—,—,—,—,—,—,2013,October
26 Oct,—,—,—,—,—,—,—,—,—,2013,October
27 Oct,—,—,—,—,—,—,—,—,—,2013,October
28 Oct,—,—,—,—,—,—,—,—,—,2013,October
29 Oct,—,—,—,—,—,—,—,—,—,2013,October
30 Oct,—,—,—,—,—,—,—,—,—,2013,October
31 Oct,—,—,—,—,—,—,—,—,—,2013,October
2 Mar,—,—,—,—,—,—,—,—,—,2014,March
3 Mar,—,—,—,—,—,—,—,—,—,2014,March
4 Mar,—,—,—,—,—,—,—,—,—,2014,March
5 Mar,—,—,—,—,—,—,—,—,—,2014,March
6 Mar,0,0,0,0,26.4,32.1,22.4,5.4,26.6,2014,March
7 Mar,0,0,0,0,26.7,31.7,22.7,5.6,23.8,2014,March
8 Mar,0,0,0,0,27,31.7,23.8,6,27.4,2014,March
9 Mar,0,0,0,0,26.9,31.6,23.6,7.2,25.6,2014,March
10 Mar,0,0,0,0,26.8,31.2,23.3,7.2,31.3,2014,March
11 Mar,0,0,0,0,27.5,33.1,24.1,8.3,28.1,2014,March
12 Mar,0,0,0,0,27.4,32.5,23.8,7.4,32,2014,March
13 Mar,0,0,0,0,27.5,32.9,23.3,5.8,27,2014,March
14 Mar,0,0,0,0,27.7,33.1,24.1,5.6,27.4,2014,March
15 Mar,0,0,0,0,27.9,32.4,24.5,5.5,25.9,2014,March
16 Mar,29,11,13.8,22.6,25.5,27.9,23.8,3.1,25.9,2014,March
17 Mar,12.6,9.8,10.6,12,25.7,29.4,24.2,3.6,25.6,2014,March
18 Mar,2.2,1.8,1.8,2,26.7,30.8,24.3,3.8,24.1,2014,March
19 Mar,3,1.8,1.8,1.8,26.5,32.4,24.5,3.8,25.9,2014,March
20 Mar,16.6,15,15.8,16.6,26.6,32.4,24.7,2.9,33.1,2014,March
21 Mar,2.6,2.4,2.4,2.4,27,32.4,24.7,3.5,19.1,2014,March
22 Mar,0,0,0,0,26.4,30.9,23.6,4.9,25.9,2014,March
23 Mar,0,0,0,0,26.9,32,23.3,5.3,23,2014,March
24 Mar,0,0,0,0,27.2,32.4,23.3,5.4,24.5,2014,March
25 Mar,0,0,0,0,27.7,32.7,24.1,6.9,27.7,2014,March
26 Mar,0,0,0,0,28,32.7,24.6,5.8,27.4,2014,March
27 Mar,0,0,0,0,28.3,33.4,24.7,5.1,21.2,2014,March
28 Mar,0,0,0,0,28,33.1,25,3.8,21.2,2014,March
29 Mar,4.2,4.2,4.2,4.2,27.6,32.9,24.7,3.1,21.6,2014,March
30 Mar,0,0,0,0,27.7,32.2,24.6,3.3,17.3,2014,March
31 Mar,0,0,0,0,27.9,32.5,25.3,3.6,20.2,2014,March
2 Apr,0,0,0,0,28.5,34.5,25.2,3.3,21.6,2014,April
3 Apr,0,0,0,0,28.8,34.6,26.3,3.6,24.1,2014,April
4 Apr,0,0,0,0,28,33.3,25.7,3.4,22.7,2014,April
5 Apr,10.2,3.4,3.6,3.6,25.7,27.5,23.4,3.2,24.1,2014,April
6 Apr,0.2,0.2,0.2,0.2,27.7,31.7,24.3,4.9,25.6,2014,April
7 Apr,21.4,19.4,21,21.4,27.2,34.8,24,3.5,22,2014,April
8 Apr,8,3,4.2,4.6,26.8,32.8,24.3,3.2,19.8,2014,April
9 Apr,3,2.6,2.8,2.8,26.9,33.6,23.6,3.2,22.3,2014,April
10 Apr,0,0,0,0,27.1,30.7,24.8,2.7,19.4,2014,April
11 Apr,6,3.4,4.2,5.4,26.9,33.4,24.2,3,28.4,2014,April
12 Apr,10.6,5.2,5.6,7.4,26,29.9,23.4,2.8,37.1,2014,April
13 Apr,3,2.6,2.6,3,27.6,33,25.1,3.1,19.1,2014,April
14 Apr,1.6,1.6,1.6,1.6,27.2,32.9,24,3.4,29.9,2014,April
15 Apr,0.6,0.2,0.2,0.2,27.5,33.8,24.2,3.3,22,2014,April
16 Apr,0.2,0.2,0.2,0.2,27.8,33.1,24.7,3.2,18.7,2014,April
17 Apr,11.8,4.2,7.4,7.8,27.4,32.7,24,2.9,25.9,2014,April
18 Apr,10.2,10,10,10,27,30.6,25.3,2.7,24.8,2014,April
19 Apr,0,0,0,0,28.1,33.1,25.3,2.7,14,2014,April
20 Apr,6,4,4,5.6,27.3,31.7,25.1,2.7,18.7,2014,April
21 Apr,9.6,3.6,5.6,8.8,26.1,29.3,24.4,3.2,26.6,2014,April
22 Apr,0,0,0,0,27.1,33.4,24.6,3,20.5,2014,April
23 Apr,0,0,0,0,27.7,33.3,24.5,3.4,20.9,2014,April
24 Apr,6.2,3.6,5.4,6,28.3,34.7,24.5,3.6,20.9,2014,April
25 Apr,0,0,0,0,28.2,33.8,24.8,3.3,21.6,2014,April
26 Apr,0,0,0,0,28,33.2,25.7,3,22,2014,April
27 Apr,2.4,2.4,2.4,2.4,27.9,33,24.9,3.1,19.4,2014,April
28 Apr,1.8,0.8,1,1,27.7,32.3,25.1,3.1,20.9,2014,April
29 Apr,3,2.8,3,3,27.6,32.9,25.3,2.8,24.1,2014,April
30 Apr,0,0,0,0,27.9,33.4,25.3,2.9,18.4,2014,April
2 May,0,0,0,0,28.7,33.8,25.4,2.6,17.3,2014,May
3 May,0,0,0,0,28.8,34.7,26.3,3.3,21.6,2014,May
4 May,0,0,0,0,28.8,34,25.7,3.5,22.7,2014,May
5 May,0,0,0,0,28.8,33.8,26.1,3.6,23,2014,May
6 May,0,0,0,0,29.1,34.5,26.4,3.9,22.3,2014,May
7 May,5.7,1.5,3,4,27.4,34.1,24.9,3.5,22.7,2014,May
8 May,0.2,0.2,0.2,0.2,27.1,33.1,24.5,2.5,19.4,2014,May
9 May,0.2,0.2,0.2,0.2,28.7,33.9,26.3,2.8,16.2,2014,May
10 May,0,0,0,0,29.2,34.2,26.6,3.1,19.1,2014,May
11 May,0.2,0.2,0.2,0.2,28.5,34.7,25.5,3.4,24.5,2014,May
12 May,0,0,0,0,27.6,33.5,25.6,2.9,23.8,2014,May
13 May,0,0,0,0,28.2,33.7,25.2,3.4,14.4,2014,May
14 May,2,2,2,2,27.8,32.2,25.5,4.3,28.4,2014,May
15 May,2,2,2,2,28.9,34.5,25.8,3,19.4,2014,May
